address,name,return_type,params,calling_convention,hash,instruction_count
000171c3,adc_sensor_convert_single,undefined,"",unknown,71d20a218f5978116153e1805866982568083b6938b40563bf2f306338fbda53,29
00017206,byte_sum_banked,char,"uchar char * short",__stdcall_far_allstack,be27d8d8ac232a7eefdfef697245ef24948cfeae48064330c68f4eae1f8ff57b,17
0001722b,sum_byte_array,short,"uchar uchar * short",__stdcall_far_allstack,0de30c91045c6547ca153b51d2fa1e65fb5462fc56af34b30e41a7effad8c1ab,20
00017256,memcpy_banked,void,"ushort ushort ushort ushort short",__stdcall_far_allstack,0387a99b962dbc0f748680d7f8a138cc662ea3cab5a74b0bb034fb3e11541533,19
00017300,stub_empty_0x17300,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
00017302,engine_state_f498_init,undefined,"",unknown,448823b6e8dcd655dd18f3a6e4b3c5450317cab92c7e5b614eb421f7606af2ec,23
00017361,periodic_task_dispatcher,undefined,"",unknown,c2f86705ab0324cffcf38483d00870bd839c792466d3fb40b5efe41723c9df80,21
000173c0,ign_advance_f0e6_bit7_update,undefined,"",unknown,4ae9ec28c0a4b2f1fa6d9ee82d4b519608c0fdd5921670bd60ab75da32c8a653,11
000173e0,ign_advance_table_lookup,undefined,"",unknown,093fe3a8196d4dc058721c7d5987d262d301645598c09f1994b2bb77b828b91d,65
000174a1,engine_mode_f20e_f510_check,bool,"",unknown,6c2068302ea0beb97c2b3338d9924fb74d062cf6608120661916e8e5956c3970,8
000174c0,isc_f0e6_bit0_update,undefined,"",unknown,14036f5f840a286b08964ac7ee65b91809d14b6e5adc01abc4f1c7d2a8173515,7
000174d4,knock_condition_eval,bool,"",__stdcall,934c6fe7af70d05cb90287c3206095b17765099e812af0db5ccfdd3723893780,100
000175f0,isc_target_calc_and_store,undefined,"",unknown,0966f5c0ce6c8a2e7e3479228d461c20bce4cc7705231f798757f95d1880f72b,34
00017654,isc_condition_eval,undefined,"",unknown,84d674aee2813e20d4cda12e983d39005e1bb18a87ca5f84f4691d1a0a4f36be,76
00017742,isc_stepper_enable_check,undefined,"",unknown,0c95343ee470120d65f188179ff959d25b17515cf1d270b46fd1feb64be71218,150
0001792f,isc_decel_fuel_cut_check,bool,"",unknown,8b3d28244065356b1190c26aff484a60baf7f8cdb691af8fc70dab691227a656,38
0001799f,isc_f03e_f45a_timer_update,undefined,"undefined2",__stdcall,61180739b03c053dc8bee2a9ea301f7ab17fa51a72af152a629ea406edd6991a,21
000179e5,isc_stepper_mode_dispatch,undefined,"",unknown,40e6495aae3d32cb4e42e2788c6fa68a255612b59dbf77543574b03aeef0bf61,59
00017a94,isc_stepper_position_calc,undefined,"",unknown,6250c1b484e7030ce4e58b92ad744e1d26bb87b1c222b7927e8d11ea6fc46723,102
00017bc2,isc_stepper_secondary_position_calc,undefined,"",unknown,bf0cd60bfb140cf4d803425f12625108fd8a576ebe90a9aa25d757edbbcd5d3c,60
00017c75,isc_openloop_target_calc,ushort,"",__stdcall,ea05ef0d6f7b87c1170aa842438798a52ebd0be8bed99f555f30c61e4d1a0a15,115
00017dd3,isc_integrator_update,undefined,"",unknown,7d19b6fd14b7a63794a7a22556fef7d60ff91a469f9ab85f2741e94fba093d92,331
0001821d,isc_stepper_blend_from_struct,undefined,"",unknown,c1a447f7794352a47794ea5bd8105148fc039d62db589a591019bc7b4573b6af,76
000182e8,isc_stepper_output_calc,undefined,"",unknown,7e4168aa8477d1a04a24ec9f30c62600cc49bbdbc7e069ccd2762670617b49b9,38
00018357,isc_f462_integrator_update,undefined,"",unknown,84b483e286236665385028371572eefbc8db9cf999bfdea00bf410506aaa3c7f,73
0001842b,isc_dashpot_override_check,ushort,"undefined2 undefined2",__stdcall_far,73953f70bfced9aed4accb6c7e5fc43777d8d4ca83c8a05d66b7d1e4b0f03823,16
00018450,isc_f462_position_ramp,undefined,"",unknown,0da2561767a1c839f890899ffd56c7006be57120acb5191bfb0bfec6605108c3,39
000184c3,isc_openloop_stepper_scale_calc,undefined,"",unknown,4f1e47e89915a04265ca47fa68f4e173637e6d16ea6a780f727297af4bfea103,19
00018502,isc_activation_control_f466,undefined,"",unknown,837cbfc073cc448fa706f997b614cf6e87ac092812b57f7467cbe39b133e3734,58
000185a6,f0ea_bit6_update_from_mode_check,undefined,"",unknown,d0eca950d97e13054b8353ff2952c717ca521fc84dd3633b0b1443e10f80a21a,19
000185de,engine_mode_f512_bit4_check,bool,"",__stdcall,6c2068302ea0beb97c2b3338d9924fb74d062cf6608120661916e8e5956c3970,8
00018600,egr_f0e6_bit1_update,undefined,"",unknown,e004445b12828d1a5e567ae88aa83322124f56832ef8397285234b834230311d,13
00018628,egr_activity_condition_check,bool,"",__stdcall,d9b91969d34bf4efd7daa551b96994d3e9cd983306f91ac26132d8e401841204,12
00018650,egr_target_f448_update,undefined,"",unknown,2fe3f5f58fdd2539ac13ba0df69e53b473937b365ef4494f0166ebfaf4dc34f5,21
00018689,egr_coolant_rpm_enable_check,bool,"",unknown,6c8db8707e226055bac947d50255e5c9ae5267707cad8c5d5a58240c0c59a4ef,37
000186fa,egr_duty_target_calc,ushort,"",__stdcall,ae426f48379d4825605888f4e6ab2e476993bb58039523db7be9526a3a2f4fe1,51
000187a0,egr_mode_dispatch,undefined,"",unknown,0ad12ec5bb21d2efa7ecd10625f8439bf52d2749d84ce1799fa93b49e4a3e45a,14
000187cf,egr_sequence_control,undefined,"",unknown,b0e970b76d204b2a6b51669435c9b8187d1c49c5d96e38c32a12164f8a41e5db,42
00018848,egr_valve_state_eval_f490,undefined,"",unknown,deb80177c5505ed21e51f92871296c6f97d8719fff9fa2ffd1b9a13ccd4abacd,130
000189c0,egr_f490_condition_flags_update,bool,"",unknown,ff5810e55c54acd1e176de095fd1c27de1e7317aa75692e7a08cc8e769589005,49
00018a55,check_hysteresis_gate_f490,bool,"",unknown,634a170dc87d766c9fae6407510b2fc496187ead3772a6c846dfe7aa9a73e9d9,47
00018ae5,check_mode_gate_f510,ushort,"",unknown,a2264a0733ea29e499503eb2a98847cb1c53787c9aaafe2574b2196b2cc08aaf,18
00018b17,egr_f490_gear_transition_update,void,"undefined2 undefined2",__stdcall_far,9cb8c107646e1901c7d6bfd901e09f8c0818a73282d07b15d09d50bf7dcc6159,25
00018b63,egr_f0e6_valve_bits_update,undefined,"",unknown,703a5c56048eb082d8a0b6d125ffe13a9e8325a03c4281f6b797bfc74e034e4e,31
00018bc2,egr_position_target_f494_calc,undefined,"",unknown,f20334b758b22d6a8006898e0dc2675c27e15d491246be1697185a9808d30c97,87
00018cd0,egr_table_row_lookup_f496,undefined,"",unknown,6ff62e3480879836ae1e5530b41facc54e61ec1c0e7c016b2220e9f214b37750,65
00018db0,purge_f0e6_bit2_update,undefined,"",unknown,ce65010f7cb225fe2342192dfa85bd5e5be6ce6328cd34e9f84f44f1fc597396,9
00018dca,purge_enable_check,undefined,"",unknown,e07efff57475ca45165a60e512403c39833657d1dbeea6c45fd266d378908fc3,54
00018e70,ign_advance_top_update,undefined,"",unknown,f80e153cdb51c6095724b565c476096e98d88353008ca8e188909b20d4fce083,13
00018e93,ign_advance_enable_flags_f440_update,undefined,"",unknown,d26c46d662613b692335ac310c44be21dbc99574e3907d262540b41aefabaeee,78
00018f8a,ign_advance_base_calc_f860,undefined,"",unknown,2c203ba1401cf4351dc26a47669de7b8a57877c7397e8ee3e33147b542b446b0,30
00018fe0,wgdc_correction_integrator_update,undefined,"",unknown,9d7a0047b89a451063f0e948a961ecab15a97fab24a6613636bc91b14ab78a50,87
000190df,ign_advance_idle_correction_f44e,void,"",__stdcall,12c9eccf68eaee5780dc28b405b01fda259cb35c6077c170118e3df6b4e4785c,15
00019110,wgdc_output_clamp_f44c,undefined,"",unknown,dd98df422161f367ac74306f8c18bc72872b6fa08dca7dafa3e9c8e0a6e154a9,45
000191a0,ign_advance_load_correction_f450,undefined,"",unknown,0639c9e714498380cb5c77d7716a2b668c93f8694671601104514ea1ac211f72,21
000191f0,rpm_map_zone_flags_f43e_update,undefined,"",unknown,c9073bd6b04fccb34add151103302c482ea36bd3d9507d2bd86b26e0555bd9dc,24
00019240,f0ea_bit7_rpm_zone_update,undefined,"",unknown,c0ef1433d7c3b06cc2d8f83401dde50723df96c7b7b2eb1281b2f5cbe5992d14,27
0001928e,f0ea_bit7_f43e_bit3_clear,undefined,"",unknown,e398be7e96703eab28c4a3aa66014ed650867bf5f458f32225ea9a375dd2346c,10
000192ac,rpm_zone_enable_check,bool,"",__stdcall,8293d153262769212a12c1368a01f5008f5457e7cf981c9debdfb58686463c5e,53
00019350,f0e6_bit6_update,undefined,"",unknown,14036f5f840a286b08964ac7ee65b91809d14b6e5adc01abc4f1c7d2a8173515,7
00019364,ign_advance_rpm_zone_enable_check,undefined,"",unknown,b1fd735892506a610c8879748a51c48d151772ada90d7ce71fca8d5a85010c52,46
000193f0,stub_empty_193f0,undefined,"",unknown,5c697bef04875c046830fdbe33a67873eac27f3e12c45c2ed89e3613cec580bc,1
00019400,canister_purge_control_flags_f4d6_update,undefined,"",unknown,e1490d2d232427a34c2e8ff400a39212b0800dc4f6ba8dcd0803f1a2f80fba6b,67
000194d0,canister_purge_mode_dispatch,undefined,"",unknown,a4a475d9b0130d3d61d175ebc0d640aaaac69c8738a72743380c5707a75657e2,10
000194f2,canister_purge_gear_mode_select_f4a2,undefined,"",unknown,a6e667d9f84b0d70cd8ba980e2d75bba2376fb09f91ea542ccd3274855c02ce2,21
0001952c,canister_purge_feedback_active_check,undefined,"",unknown,edc57161fa911bdf89eaf13823705f24e0bd6e1c38abd7d03d4dcbe79fe0a310,17
00019560,canister_purge_duty_calc_f4ac,undefined,"",unknown,013581c5c91951e6b5d2ccc7119fdd1e2612dda070d195c765008cd4365335bd,70
00019640,diagnostic_status_f4b4_build,undefined,"",unknown,f0e30dc1838cd927da34b262b6b9a32eabfccb3094586a0a7fafa4afa63556aa,75
00019720,o2_sensor_control_dispatch,undefined,"",unknown,f5ceda70e09c3e8ed1d40ba3b51fbc77cab6690149b238db9190d04f15409006,72
000197f4,o2_upstream_enable_check,undefined,"",unknown,d8cb7a2bf3eaabb7803da7a74ae777c434fc9506e3916daa90836b0f10f1fa7a,78
000198f2,o2_downstream_enable_check,undefined,"",unknown,d8cb7a2bf3eaabb7803da7a74ae777c434fc9506e3916daa90836b0f10f1fa7a,78
000199f0,calc_load_correction_f10e,undefined,"",unknown,5ca2818b59813a98fbcf7296fc3ad869e041b02eb06e19d792d24aad4abfbc09,82
00019af0,o2_heater_fuel_ctrl_top_update,undefined,"",unknown,c166203754293c0c2a918d4dfbd78dcc1af4c1be34e69ae56c8c8ffc1ef48b9f,17
00019b2a,o2_heater_timer_f088_update,undefined,"",unknown,7eb591b904cc4207a5453274cb565c4028ffcff2338e0ef88819d8dcbc6a998f,17
00019b5e,o2_heater_iat_zone_select_f4f0,undefined,"",unknown,c18df4290e7f50a3b63e0fe44c52652cc3ee1de978690e9ec9b1d2aba39edb5e,30
00019bbc,o2_heater_duty_f4da_calc,undefined,"",unknown,cc219c6d2ae4a0e83ad6d2b98f90bc6620da74b9d2ed0b2db79e505bee06d993,79
00019cb3,o2_heater_duty_downstream_correction,void,"",__stdcall,25de5a886eb6e65fdf96bf54d837a3a94f1bd1f1931a619ca4db221a12c66f03,30
00019d0e,o2_heater_soak_enable_check,bool,"",unknown,e03fc7095d0a39ce52348dc6015f23b62343ed0567d86ce8ad5e5a1e6eec43bf,20
00019d4b,o2_heater_force_off_check,bool,"",unknown,68dc1a1bb15167505a4510f4385a884bbeb84ce7eba38f175df5ff69d506629d,18
00019d80,channel_dispatch_and_snapshot_update,undefined,"",unknown,2d39343cb97de436dc0dbcfa6c785898ff478a60c9cf9fd8b6fd682c62d5aeca,75
00019e6d,channel_event_or_periodic_dispatch,undefined,"",unknown,df37d952c36359c6ebf3034dc7ada422bbc5cd12e3568ec918eb636dff58cd1b,54
00019efa,channel_data_flush_if_active,undefined,"",unknown,bc82521bdb1bfdaba834a3d465021eeb9019ed4fbaddc00f5dcd95d21b9e0129,23
00019f35,o2_lambda_or_passthrough_select,undefined2,"undefined2 undefined2",__stdcall_far,8b861fb3f5f71dc50071e20e45a4b8a004ab9b27bba8f74df41914e2ba7f3743,8
00019f49,o2_sensor_gain_divisor,undefined,"",unknown,d71f5d54b4291c2eb1bf3b7da672e2a4c112db112245ebb77a9086bfd0bf0943,18
00019f77,o2_wideband_mode_zero_check,undefined2,"undefined2 undefined2",__stdcall_far,40d2d1e237e0d5ad702416ad949199c0d7f8f21f47e1bd5805712c06c4d2b806,12
00019f90,o2_wideband_cell_offset_adjust,undefined,"",unknown,6c578c79edbaabfadebce5e7770245c0d5a7e77c02a759f51f163d46350554fe,37
00019ff2,o2_wideband_midpoint_select,undefined2,"undefined2 undefined2",__stdcall_far,24982a6ef205c94b1285247d7cf7e113ba867dd0da2b249d51efbcd7be98ba87,12
0001a00c,o2_lambda_correction_apply,undefined,"",unknown,953a39e441ea45b7b97a551998ee46ca039e4a674d353b8580f27a6ad68a8509,22
0001a042,o2_sensor_mode_correction_select,undefined,"",unknown,fd4fbfe222a4086cb4aadd0c803fa3af874719d4513cfd5aa35d2039a809e3f0,41
0001a0a7,o2_wideband_lsu_mode_check,bool,"",unknown,46abf8cbad189aa7ece3d98d46a15e0f247b1ac69b410a5893d354e5c2510db5,13
0001a0c4,o2_mode7_8_correction_apply,undefined,"",unknown,953a39e441ea45b7b97a551998ee46ca039e4a674d353b8580f27a6ad68a8509,22
0001a0fa,o2_mode9_10_correction_apply,undefined,"",unknown,953a39e441ea45b7b97a551998ee46ca039e4a674d353b8580f27a6ad68a8509,22
0001a130,o2_mode11_lambda_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a146,o2_mode16_lambda_select,undefined,"",unknown,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a15c,o2_closed_loop_config_check,bool,"",__stdcall,20de4d1d6df2826ddbbe358448d4da9132aecb22819ab18a51b18df8266bec71,15
0001a182,o2_sensor2_correction_apply,undefined,"",unknown,631f8cf124580945f6b22e9645b26bcd826d4f96c5ae5c08555c4c2920945412,23
0001a1b9,o2_sensor2_mode3_midpoint,undefined2,"undefined2 undefined2",__stdcall_far,414937918fbc4d67d9ceffce203d8971aa1bc7662af552f3835f9600bb178e8f,8
0001a1cc,o2_downstream_type34_check,bool,"",__stdcall,8db8c7c55fe2343f5b46815caf1916e010c1e959addc87c31a04699dcbda97bd,11
0001a1e5,o2_downstream_clamp_by_type,undefined2,"undefined2 undefined2",__stdcall_far,1fd14eb2824cdd2b0b7305f3f6e185e01d10134d5e732f42ab6c4dbc880d220c,14
0001a205,o2_wideband_mode82_check,undefined,"",unknown,8484c980847e2be259108e15b4e46ba01dd95673b026bc7615570064b3804139,5
0001a212,o2_sensor2_mode20_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a228,o2_downstream_mode20_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a23e,o2_downstream_mode21_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a254,o2_config4_mode16_check,undefined,"",unknown,8484c980847e2be259108e15b4e46ba01dd95673b026bc7615570064b3804139,5
0001a261,o2_downstream_mode17_check,undefined,"",unknown,8484c980847e2be259108e15b4e46ba01dd95673b026bc7615570064b3804139,5
0001a26e,o2_downstream_correction_apply,undefined,"",unknown,953a39e441ea45b7b97a551998ee46ca039e4a674d353b8580f27a6ad68a8509,22
0001a2a4,o2_downstream_mode64_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a2ba,o2_downstream_mode66_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a2d0,o2_mode65_lambda_select,undefined,"",unknown,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a2e6,o2_downstream_mode48_select,undefined2,"undefined2 undefined2",__stdcall_far,0c0f72bd62be43f559a00ee8614e216951382c868461a78009046ddaf018d0b0,9
0001a300,o2_trim_cell_states_reset,undefined,"",unknown,13751a54af2180736e01dc2f4e4502224f8c885916e62d1abe0e26413c6f083a,2
0001a306,fuel_trim_full_state_reset,undefined,"",unknown,13751a54af2180736e01dc2f4e4502224f8c885916e62d1abe0e26413c6f083a,2
0001a30c,dtc_and_status_update,undefined,"",unknown,c2832402ce29c06beae47fda6be32dd4cecd2a5b9ee386b3634becb4b64ab581,4
0001a31a,status_flags_f202_build,undefined,"",unknown,e2b76d0a881d6738c4dfe37f08f4a1ad8b7734a8771eed896c257a7ac8f155cc,30
0001a36f,dtc_status_flags_f204_f206_build,undefined,"",unknown,de68f3dcef5fbf9d8c3f0f42c486bc3ae4e5df0ac241b8137eaed4fc222ddbda,113
00020000,flash_boot_init,undefined,"",unknown,f80780fecdf37b14d0196da73c564b25ec0023017f2d53870bb190012decf7c6,12
00020024,boot_ram_block_copy,undefined,"",unknown,40335c2ba0901f1a949ffa1ac639b552e9a2e625e7591d107c1c69ff35ab0b1b,6
00020030,boot_main_loop,undefined,"",unknown,2459c800e60faff50a19ad39501920e676e1eb62a89a31d24298a149ee129f6f,9
00020048,boot_sci1_init,void,"byte",__stdcall,489d891c400d54975df8f93caf0681d3321f032200b86e851e6481471021c2b7,12
0002006e,boot_sci1_receive_command,undefined,"",unknown,f1f0938ba0d4e165a73b8f88c725ba45160ee55edcfd7e224706e9b5a6fe1eeb,9
00020084,boot_sci1_receive_config_bytes,undefined,"",unknown,3fc5dde6e4e688dfc64f2ea9dcadc2eb0b732d312403cd020c64570b407e6096,43
00020104,boot_sci1_rom_id_verify,undefined,"",unknown,80f39669e2325c81940f6a8d7880104bb5aa3258f40c8abc6c21bd6ad05bbf98,19
0002014c,sci1_boot_cmd_type_rx_validate,undefined,"",unknown,eae27a656b976ca11a21c085dce13fab84e9c68532adb3c8373bfe8e8289763e,15
0002016e,sci1_boot_cmd_dispatch,undefined,"",unknown,a6c7f949a5d91eccd2740addb784868b2be15417ee1b6427d1517b5cb0abc08d,34
000201c0,sci1_boot_security_seed_check,undefined,"",unknown,c0c507891ecd156deb4c4ef857be21e90f36d55b6e159fdc920627497d65f202,13
000201ec,sci1_boot_flash_erase_dispatch,undefined,"",unknown,2954c6c03d501339ca2393e70d302f05ba9ecf0dab0d9a2dd975df87719900cd,11
000202b2,sci1_boot_checksum_accumulate,undefined,"",unknown,13ebb9cad72fe41a83d1d55372164291f913a36b474fe6a9d902741d6b62ec1f,10
000202c9,sci1_boot_flash_write_param_rx,undefined,"",unknown,583b10f12066e8de54da14154c1724cab39194eec1d292ed54e3b0aa7233cc71,26
0002036d,scratch_pjmp_demo,undefined,"",unknown,180f5b331a4200f3b210a1cd14215a4779da7dd17f99c78524ebf2b65575ee8e,4
00020379,sci1_tx_byte_blocking,void,"uchar",__stdcall,c80223d2502b05596bfce2ef284e4a6d4bfff9af3427dae9a1fdb3b373321a16,5
00020388,sci1_boot_tx_then_rx_transaction,undefined,"",unknown,3dddff36471901376028f220abfe48b8ae9fcbb1a20a0c1178cfd8336acecee1,3
0002038d,sci1_rx_byte_wait_loop,undefined,"",unknown,7e726878eb1bf27ce999d6094bb0fe968910a5ff6552330a1a1109f66c636e4a,6
00020398,sci1_boot_rx_byte_enqueue,undefined,"",unknown,ca458ece21a14bcd3cadc1fdb5b0f1427b97bd9daf74b3e7ff911b7469871bb5,4
0002039f,sci1_boot_rxbuf_write,undefined,"",unknown,ef4758ccb870c56281d50c6a4c639788b037689cdd56bff62b9d24c41916e1b3,12
000203bd,sci1_boot_rxbuf_read,uchar,"",unknown,b8a2bf4266e58d6daf956607846e7c27f1ab97e29ffafb82e27386189abf307c,15
000203e4,sci1_rx_byte_poll_or_error,undefined,"",unknown,704b50dfa3fb50d6374bcaff6c9e9e9786ef6875aec4884fe659ab13ad5123bc,20
0002041b,sci1_boot_tx_buf_drain,undefined,"",unknown,58dadeaa2ff9cc9dd04be3888786d121a06a7d281827e66ee1866ca09853a9e7,8
0002042c,sci1_boot_handshake_and_bulk_rx,undefined,"",unknown,a90d658b4953f3f03ffed701b074713c75726b81d0d363f16f98c2868cdf9413,19
00020461,sci1_boot_flash_addr_range_validate,undefined,"",unknown,fcffd65c923e9242d01acae6ce0686825b5c2e827024e77dd266008a506979ac,47
000204dd,sci1_boot_flash_write_block_loop,undefined,"",unknown,fa0c9c40e3f9efec8c4a006a09901a76f32c0afd8c4faef8b7d24f4f73c4eec3,70
000205a7,sci1_boot_build_data_frame,short,"ushort char * ushort",__stdcall,55fbfa333551ddfdc0da74ad266e7fb2e7a2a66df20913261fd7c41ec5f10dea,41
000205fe,sci1_boot_build_row_addr_frame,undefined,"",unknown,5c594b69ed2fe4846a5b339a967ccb73b3903f22a8a88b5f7abc959581e4924a,31
00020640,sci1_boot_switch_case4_frag_20640,undefined,"",unknown,923c002652441d02d3071ba970fdbe61aec25c2b55f3909bcf019a9183030927,3
00020646,sci1_boot_build_eof_frame,ushort,"ushort ushort ushort",__stdcall,38b557ad2d30efbbfd249a4aadc5fdb4893ed2f18b1d9e8477145cb597817851,10
00020664,sci1_colon_frame_dispatch,undefined,"",unknown,ccd4196b66b0d2e0187869d78ff14267d1ea70e34e50dfe57e05f24beb2a4a3a,31
00020715,sci1_boot_ihex_colon_record_decode_dispatch,undefined,"",unknown,2e14429d62fd1020467b2d9924a54f061875628720c0b2518dc35c5bc040a3a9,25
00020782,f26e_cluster_accumulator_unrelated_to_ihex,undefined,"",unknown,e006f225b59bd216f01f996e82089f6a51e2b43fc1a8253eb961991be3d759c9,48
0002080c,flash_erase_sectors,undefined,"",unknown,5670ff65a30dca74ad6ab507536c830376b921653e0a5cc71bd2c7fd860bed50,18
00020844,flash_write_or_verify,undefined,"",unknown,ba4b7021dea7762c97dc17de297b19901a1fff72e7fe99c20cf7be4892666300,27
00020888,flash_write_marked_blocks_loop,undefined,"",unknown,2a65a1a1edc01520ccbf5cc6cdedad3f19ec9902d354705376278570cdd17a18,27
000208c6,flash_byte_program_verify,ushort,"uchar char *",__stdcall,0ddfcd591eac291acd558b364a2c0a83f810644e158a8ce926a2b32b1d6211f3,27
00020910,flash_timing_delay,void,"short",__stdcall,a522f179c8d6ce027b6ad285cf3ad0595ba1fd42a715ca21fe61e68ba77f54b3,17
0002093c,flash_erase_sector_loop,void,"",unknown,9294cc94917d77692029239ffd1587c37ebbcf8ec3eea859d13d6c04cd280fd9,32
00020992,flash_vpp_pulse_handshake_echo_verify,undefined,"",unknown,23da6453d9ae01f6636aba0badc8ff2e9771c61fa58cc2dc5b6f30be6f2a109d,44
00020a80,main_loop,undefined,"",unknown,0fa2cab0639b71c30e01ddc1ccc0246c33a435216955ba67618d4257f848ce0b,30
00020b00,cold_init_dispatch,undefined,"",unknown,d87d11750f539f7d023c45d0e015c4fb9bd579d82f547ce70bfbdb50081b180f,8
00020b1c,subsystem_cold_init,undefined,"",unknown,9cb0a335264b66b4a56e8c6b2fc5f8f532f15004d35c7b65208defc2e722c106,17
00020b5e,check_cold_init_complete_sentinel_ef62,undefined,"",unknown,9241d53906da7e268ba6d222795cf57d0155053fe55e81d73e47d1a4bb3a8b8c,123
00020ccd,subsystem_unconditional_init_chain,undefined,"",unknown,d5e5139ba1ab10bc2b27a9064881b17bae653be49885c80afa3d8b477807e61e,30
00020d80,peripheral_cold_init_wrapper_set_ef7a,undefined,"",unknown,4ea4f7637a60522d289604fe91c9f882d92b9d0d89a43f418f564de7faf69ba5,3
00020d8b,status_word_consumer_periodic,undefined,"",unknown,29d094d60854cca9597fdf78162c440af5efbc3309ae31783877e24f575caeb2,27
00020e00,init_ee82_ee8a_from_rom_const,void,"",unknown,9eeba6000c11cd7f051b6a799588e4e1f44ed9f7964b8abcc881b1424c8ae500,4
00020e10,post_init_status_compose_and_ef98_signal,undefined,"",unknown,73ac2ccb1cfdcf4edc2f59819f35f86f866ddf7f6a8734ee2cbc9bcaa38a879d,30
00020e89,table_select_scale_fanout_f1be_f1c2,undefined,"",unknown,3b60834d186b03c6571e54c12c131baa0d78f40977f04cb5fedb05196ca5c746,36
00020efa,main_loop_engine_control_update,undefined,"",unknown,1163c6b60c43463716de91209aca97c24bfaa93e3b208b45c46f3e751a052a95,12
00020f28,gear_state_config_loader_f1fc,undefined,"",unknown,59d32b4b783e4c88d592289b075e2453a69f60d518ccbd4f8bc2a55ba19e1bb8,43
00020fb1,cond_reset_and_latch_f10e_f118_prev,ushort,"",unknown,c737625d3c381d4cd4640dee7f34fdd76bff0e728c60fd61ef430a74e52b7d89,15
00020fe5,periodic_status_compose_and_stall_check,undefined,"",unknown,3457d46fbd8f7615e16b271581aa1b5da00448d461419198f8ee30bb54c0d2ec,8
00021003,compose_status_word_f0f8,undefined,"",unknown,f8603cbe03267d2cd04f8ebda45ec479b2706791dc0950520c6f0e813015c955,90
00021107,fuel_cut_enable_check,undefined,"",unknown,3789b7a829c1d0e75b7b08b5a308ea786af89f524446c9d76fc3018066c451d2,52
000211a1,fuel_cut_rpm_offset_select,ushort,"undefined2 undefined2 undefined2",__stdcall_far,67aad0460d7aef896613b87268455f4cbfa5e67f988c48cd6587da90afd30c69,16
000211c8,crank_stall_detect_update,undefined,"",unknown,39b4a9a1b58c59931994a43a133e5b0bdcc378bc1b914de88b404f4600ef21f5,15
000211fb,sensor_adc_update,undefined,"",unknown,08051f3ac8797407d38dbb64f44a30126b6185f723c019d8767c235f942abffe,8
00021219,map_tps_axis_update,undefined,"",unknown,cd97b1d906bd312c076fc4f3d3218d10173971dda81d218661ee98cfa3a7641d,30
0002127f,tps_range_clamp_update,undefined,"",unknown,7c2f12645237658b8bf031fea97d44198e1b7684f6824dfe3514485ea43ee636,51
00021314,calc_f110_f10e_via_table,undefined,"",unknown,9dd2e167824396442bef1d7122a872a4a21b9324ddfa421b14b7bee2307e2bc5,37
00021396,iat_axis_update,undefined,"",unknown,6d9bb6b1b3e9abef9cd2b60c2c83e76cd4c77bee6fced28d0c8532a53af3cbc6,20
000213da,calc_f118_via_table,undefined,"",unknown,98314fdb23e7e5088abcd52793da61f6816bc0a5af80ad5c266ebb8004255664,17
00021414,coolant_temp_validity_and_scale,undefined,"",unknown,948f2c78108f9a95b825118f09811c05e8cbb598ce538427ddf93b4936b7f6eb,16
0002144b,coolant_temp_range_check,ushort,"",unknown,ffb7a286fb860fe802c5f110f623e60b7740e204ab159970cf3e5b3ca869e6b1,17
00021480,manifold_heat_enable_flag_update,undefined,"",unknown,cf790be95d98b4eda705cda7e5ca5ab544c760b5005b47915749172c490b93c4,35
000214ea,tps_delta_calc,undefined,"",unknown,031c7040208eb5a29eee94f6e5c0316d3420778241c1982e9709f8b1bb604315,25
0002153b,iac_position_integrator,undefined,"",unknown,eed2f78cf02ef0110cf452152ef94646da8ea77dd5075c80703a0a5b0b8b5cc7,47
000215c8,idle_closed_loop_ready_check,ushort,"",unknown,f199ef18467620263149a06d44e8d5bd8a05befc45a7fb3513a282c64e97be59,35
00021636,throttle_target_ramp_update,undefined,"",unknown,ef3a664e8adc830ec7144d4162a24722b9a1b149dd08021c6903e211c20c50d5,125
000217b6,throttle_ramp_enable_check,ushort,"",unknown,1ed04a0fca73bf66aa6bf1bd64481aa644f2ef740c5aedd4159ce6d76ed5d3b2,16
